Processes: 407 total, 2 running, 1 stuck, 404 sleeping, 2456 threads 
2021/10/12 23:10:17
Load Avg: 2.18, 2.36, 2.43 
CPU usage: 6.49% user, 18.83% sys, 74.67% idle 
SharedLibs: 179M resident, 34M data, 7968K linkedit.
MemRegions: 173935 total, 1375M resident, 93M private, 991M shared.
PhysMem: 7472M used (1639M wired), 69M unused.
VM: 142T vsize, 3272M framework vsize, 2493065(0) swapins, 2877040(0) swapouts.
Networks: packets: 3112051/3026M in, 2024636/279M out.
Disks: 4352116/147G read, 975924/54G written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG CMPRS PGRP PPID STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW   MSGSENT  MSGRECV  SYSBSD   SYSMACH  CSW       PAGEINS IDLEW POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
253   oahd             0.0  00:02.25 2     1   18     1489K  0B     880K   253  1    sleeping *0[1]       0.00000  0.00000    441 19959     72     30063     6145      116361    24349     19195      13      31     0.0   0           0          _oahd                  N/A    N/A   N/A   N/A   N/A   N/A  
248   softwareupdated  0.0  00:21.71 5     1   141    27M    0B     26M    248  1    sleeping  0[123]     0.00000  0.00000    200 82294     577    243042    106735    227289    160192    73480      2918    49     0.0   0           0          _softwareupdate        N/A    N/A   N/A   N/A   N/A   N/A  
246   diskmanagementd  0.0  00:00.22 5     1   65     2977K  0B     2672K  246  1    sleeping *0[1]       0.00000  0.00000    0   3668      80     3137      856       3174      6289      2029       417     2      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
239   distnoted        0.0  00:00.17 2     1   28     1905K  0B     1296K  239  1    sleeping *0[1]       0.00000  0.00000    202 4815      44     2657      1997      8218      5338      3047       0       0      0.0   0           0          _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
237   syspolicyd       0.0  00:53.34 3     1   126    37M    0B     35M    237  1    sleeping *0[1]       0.00000  0.00000    0   259817    128    41462     17558     998159    136440    116701     140378  85     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
236   awdd             0.0  00:01.54 2     1   112    3281K  0B     2960K  236  1    sleeping  0[213]     0.00000  0.00000    0   14216     76     4940      2844      36430     8516      9504       1234    6      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
230   biokitaggdd      0.0  00:00.15 2     1   35     1873K  0B     1648K  230  1    sleeping  0[0]       0.00000  0.00000    0   5515      54     1098      1136      3573      1588      1973       93      2      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
219   apfsd            0.0  00:00.10 2     1   47     1617K  0B     1392K  219  1    sleeping *0[1]       0.00000  0.00000    0   1272      58     3455      753       512       4206      2459       24      0      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
213   distnoted        0.0  00:00.17 2     1   28     1633K  0B     1040K  213  1    sleeping *0[1]       0.00000  0.00000    88  4813      44     2660      1997      8219      5338      2915       0       0      0.0   0           0          _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
194   lsd              0.0  00:03.30 2     1   114    5202K  0B     4784K  194  1    sleeping  0[263]     0.00000  0.00000    0   45738     245    5756      1481      25643     6431      19818      7609    5      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
189   trustd           0.0  00:21.20 2     1   93     7458K  0B     4464K  189  1    sleeping  0[6928]    0.00000  0.00000    282 91844     90     50256     11068     182391    108210    53125      202     70     0.0   0           0          _trustd                N/A    N/A   N/A   N/A   N/A   N/A  
183   distnoted        0.0  00:00.21 2     1   33     1841K  0B     1184K  183  1    sleeping *0[1]       0.00000  0.00000    0   5580      46     3206      2020      10037     5397      3136       6       0      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
180   coreaudiod       0.0  31:08.16 5     1   395    17M    0B     15M    180  1    sleeping *0[1]       0.00000  0.00000    202 142250    136    3624278   474951    7357242   4296000   4649293    5473    12217  0.0   0           0          _coreaudiod            N/A    N/A   N/A   N/A   N/A   N/A  
169   runningboardd    0.0  00:20.98 6     5   541    8978K  0B     2256K  169  1    sleeping *16[1]      0.00000  0.00000    0   95584     77     95915     38577     707211    128858    217494     441     103    0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
163   authd            0.0  00:00.82 3     2   74     4418K  0B     4032K  163  1    sleeping  0[182]     0.00000  0.00000    0   12090     80     3252      786       20812     6296      6971       347     1      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
151   amfid            0.0  00:14.00 2     1   40     18M    0B     16M    151  1    sleeping *0[1]       0.00000  0.00000    0   55323     60     25690     3198      349581    49031     39461      185     32     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
149   loginwindow      0.0  00:13.89 6     2   450    44M+   0B     26M+   149  1    sleeping *11[266]    0.00000  0.00000    501 298527    540    65464     19385     104648    109474    92799      4294    5      0.0   0           0          sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
148   coreservicesd    0.0  00:02.96 4     1   279    9185K  0B     7616K  148  1    sleeping *0[1]       0.00000  0.00000    0   34319     56     185029    46074     73290     260108    32178      159     1      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
147   tccd             0.0  00:09.65 2     1   51     6610K  0B     2928K  147  1    sleeping  0[1071]    0.00000  0.00000    0   78984     74     23789     8056      438267    47756     42730      1789    2      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
140   notifyd          0.0  00:15.96 2     1   571    3489K  0B     1408K+ 140  1    sleeping *0[1]       0.00000  0.00000    0   25259     39     1221484   381558    788660    1133689   355079     2       0      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
137   KernelEventAgent 0.0  00:00.00 3     1   24     1185K  0B     1040K  137  1    sleeping *0[1]       0.00000  0.00000    0   311       51     65        20        660       189       63         7       0      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
136   revisiond        0.0  00:00.37 3     1   77     3986K  0B     2720K  136  1    sleeping  0[332]     0.00000  0.00000    0   6055      77     1742      501       8425      5235      2812       272     2      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
135   logind           0.0  00:00.16 2     1   70     2433K  0B     2144K  135  1    sleeping *0[1]       0.00000  0.00000    0   5892      204    794       306       1588      1134      1249       389     1      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
130   distnoted        0.0  00:01.43 2     1   141    2049K  0B     1136K  130  1    sleeping *0[1]       0.00000  0.00000    241 14285     44     46144     7301      37851     49692     7095       6       0      0.0   0           0          _distnote              N/A    N/A   N/A   N/A   N/A   N/A  
128   kdc              0.0  00:00.14 2     1   39     3810K  0B     3488K  128  1    sleeping *0[1]       0.00000  0.00000    0   2355      87     300       205       2493      874       1293       86      1      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
127   dasd             0.0  00:15.23 2     1   80     5682K  0B     2960K  127  1    sleeping  0[907]     0.00000  0.00000    0   65142     100    54306     7189      192564    80520     86882      947     48     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
126   autofsd          0.0  00:00.00 2     1   22     1409K  0B     1232K  126  1    sleeping *0[1]       0.00000  0.00000    0   368       56     66        27        376       147       74         1       0      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
122   auditd           0.0  00:00.00 2     1   31     1281K  0B     1120K  122  1    sleeping *0[1]       0.00000  0.00000    0   363       52     131       73        368       259       191        7       0      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
121   securityd        0.0  00:02.88 5     1   144    7457K  0B     7152K  121  1    sleeping *0[1]       0.00000  0.00000    0   42850     635    20441     995       38441     44325     19621      1090    4      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
120   usbmuxd          0.0  00:06.02 3     1   42     3378K  0B     2976K  120  1    sleeping *0[1]       0.00000  0.00000    213 16752     85     8926      3525      86956     46629     23562      1046    9      0.0   0           0          _usbmuxd               N/A    N/A   N/A   N/A   N/A   N/A  
119   timed            0.0  00:00.71 2     1   43     2305K  0B     2000K  119  1    sleeping *0[1]       0.00000  0.00000    266 7450      61     3198      998       21200     7925      7712       247     1      0.0   0           0          _timed                 N/A    N/A   N/A   N/A   N/A   N/A  
118   launchservicesd  0.0  00:15.57 4     3   745    9250K  0B     3328K+ 118  1    sleeping  0[86864]   0.00000  0.00000    0   124498    69     564715    166703    543102    445528    183540     86      11     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
116   apsd             0.0  00:04.80 3     1   205    6482K  0B     5376K  116  1    sleeping *0[1]       0.00000  0.00000    0   59186     117    25296     8671      81781     59050     37779      1587    63     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
114   contextstored    0.0  00:19.97 3     2   129    8178K  0B     4320K+ 114  1    sleeping  0[3707]    0.00000  0.00000    0   129084    108    178326    41997     462954    228113    203315     1458    64     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
107   diskarbitrationd 0.0  00:08.90 2     1   281    3458K  0B     2176K  107  1    sleeping *0[1]       0.00000  0.00000    0   99905     1619   427715    10266     186796    1032751   114128     38      1      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
106   kernelmanagerd   0.0  00:01.10 2     1   65     14M    0B     14M    106  1    sleeping *0[1]       0.00000  0.00000    0   20353     885    3649      1527      23771     4664      2982       781     1      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
104   mds              0.0  03:05.41 9     6   317    95M    0B     85M    104  1    sleeping *0[1]       0.00000  0.00000    0   449325    134    3482071   886024    9749184   2748149   2823993    1951    859    0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
100   watchdogd        0.0  00:01.14 3     1   46     1713K  0B     880K   100  1    sleeping *0[1]       0.00000  0.00000    0   13926     58     24757     10835     8045      56208     18410      78      33     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
92    remoted          0.0  00:00.05 2     1   50     2097K  0B     1792K  92   1    sleeping *0[1]       0.00000  0.00000    0   1043      59     782       291       1082      922       483        99      1      0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
82    mediaremoted     0.0  00:17.88 3     1   136    5410K  0B     4608K  82   1    sleeping  0[2511]    0.00000  0.00000    0   56725     126    218343    71431     440942    351967    153294     2078    37     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
80    uninstalld       0.0  00:00.91 3     2   20     1585K  0B     816K   80   1    sleeping *0[1]       0.00000  0.00000    0   19390     64     2747      22        28591     10917     18464      17      67     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
78    UserEventAgent   0.0  00:03.56 4     1   563    5778K  0B     4112K  78   1    sleeping *0[1]       0.00000  0.00000    0   50064     124    52059     24182     96953     97051     41440      672     14     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
1     launchd          0.0  02:18.15 3     2   5917   37M    0B     22M    1    0    sleeping  0[0]       0.00000  0.00000    0   363662    6894   987911    272231    1078860   1219109   390524     2327    85     0.0   0           0          root                   N/A    N/A   N/A   N/A   N/A   N/A  
Processes: 412 total, 4 running, 408 sleeping, 2499 threads 
2021/10/12 23:10:34
Load Avg: 2.30, 2.37, 2.43 
CPU usage: 3.53% user, 4.44% sys, 92.1% idle 
SharedLibs: 183M resident, 33M data, 8080K linkedit.
MemRegions: 175056 total, 1402M resident, 98M private, 991M shared.
PhysMem: 7475M used (1711M wired), 65M unused.
VM: 144T vsize, 3272M framework vsize, 2495254(16) swapins, 2878656(0) swapouts.
Networks: packets: 3112511/3026M in, 2025407/279M out.
Disks: 4357136/147G read, 976499/54G written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP PPID STATE    BOOSTS      %CPU_ME  %CPU_OTHRS UID FAULTS    COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW  POWER INSTRS      CYCLES     USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
145   WindowServer     15.8 37:45.65 21    5   3230   1017M+ 20M+   200M+  145  1    sleeping *0[1]       4.09958  2.31190    88  2714348+  59389  33361450+ 11283858+ 21133247+ 48260600+ 12533381+  4433    14595  15.8  196433399   219371978  _windowserver          N/A    N/A   N/A   N/A   N/A   N/A  
0     kernel_task      10.0 36:05.81 468/8 0   0      54M    0B     0B     0    0    running   0[0]       0.00000  0.00000    0   13540     0      87436429+ 62499499+ 0         0         133672634+ 0       81348+ 0.0   85006873    238224781  root                   N/A    N/A   N/A   N/A   N/A   N/A  
3597  Instagram        9.3  13:59.27 33/1  5   558-   123M-  0B     60M+   3597 1    running  *206[4]     3.39052  1.32233    501 1035758+  2435   3687587+  723705+   3547893+  10826489+ 3329397+   57228   16953+ 9.3   98028772    111633535  sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
8027  top              8.4  00:01.45 1/1   0   33     4849K  0B     816K   8027 8006 running  *0[1]       0.00000  0.00000    0   7508+     62     622534+   286008+   28870+    350607+   355+       11      0      8.4   208707472   134963370  root                   N/A    N/A   N/A   N/A   N/A   N/A  
7187  VTDecoderXPCServ 4.1  00:32.44 7     3   88     63M-   0B     3040K+ 7187 1    sleeping *295+[22]   0.00000  3.94547    501 33591+    90     1939021+  453409+   314761+   732578+   227425+    231     0      4.1   58756034    50928318   sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
613   VK Messenger Hel 2.8  02:11.30 27    1   219    233M   0B     865M-  534  534  sleeping *1[19]      0.00000  0.00000    501 2012682+  420    109890+   36813+    1399714+  2993528+  559882+    34195+  1994   2.8   37116439    30642912   sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
4466  idea             2.6  09:23.27 71    5   601    2150M  0B     1798M- 4466 1    sleeping  0[1277]    0.00000  0.00000    501 3005339+  832    2602736+  6012647+  14036057+ 13191530+ 7886999+   26968   21778+ 2.8   17889618    32343343   sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
139   bluetoothd       1.2  02:09.65 4     2   171-   5698K  0B     2240K- 139  1    sleeping *0[1]       0.00000  1.14914    0   45037+    98     1778208+  786071+   2845803+  2762593+  611044+    1217    12     1.2   21345570    18892329   root                   N/A    N/A   N/A   N/A   N/A   N/A  
7264  clion            1.0  04:23.70 64    5   471    1492M  0B     1087M- 7264 1    sleeping *0[203]     0.00000  0.00000    501 1600607+  333    1298646   1211367+  3782432+  1869227+  2284625+   5692    1704+  1.1   6965867     12718894   sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
534   VK Messenger     0.6  00:49.55 27    1   474    84M+   0B     293M-  534  1    sleeping *0[743]     0.00000  0.00000    501 996481+   486    52750+    67560     324355+   1789998+  271166+    19866+  370    0.6   4680519     8030577    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
726   Yandex.Disk.2    0.5  02:08.43 48    2   295    47M    0B     155M-  726  1    sleeping *0[552]     0.00000  0.00000    501 390127+   281    81391+    9450      306259+   2288224+  262967+    20874   1153+  0.6   5795011     5722835    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
4364  pycharm          0.5  01:28.97 43    4   356    637M   0B     441M+  4364 1    sleeping  0[145]     0.00000  0.00000    501 402558    261    42307     2506924+  3235054+  4417471+  2247146+   4132    9113+  0.5   5282784     6308242    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
2393  Microsoft Teams  0.4  15:36.01 10    1   231    161M   0B     220M+  2363 2363 sleeping *1[5]       0.00000  0.00000    501 950372    544    7551425   7160521+  12809496+ 54288569+ 6665250+   17917   983    0.4   4084350     5693756    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
611   WhatsApp Helper  0.3  01:38.77 10    1   190    179M   0B     195M   519  519  sleeping *1[9]       0.00000  0.00000    501 213849    481    57371     3236739+  6972739+  28774130+ 2712927+   1826    141    0.3   4094178     4998761    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
7208  Terminal         0.3  00:24.67 9     3   315    53M    0B     37M-   7208 1    sleeping *0[189]     0.02624  0.00000    501 678140+   964    189081+   32501+    252373+   396939+   124520+    4144    100    0.3   7419033     4984794    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
2413  Microsoft Teams  0.3  02:21.16 22    1   259    518M   0B     1913M+ 2363 2363 sleeping *0[3]       0.00000  0.00000    501 5255850   537    269461+   149469+   471292    1314208+  452048+    28517   2064   0.3   757747      3292416    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
8028  Microsoft Teams  0.3  00:00.15 16    1   134    20M+   0B     49M-   2363 2363 sleeping *0[1]       0.00000  0.00000    501 12793+    451    3826+     1948+     6117+     2890+     559+       51      0      0.3   4178073     5692326    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
214   mDNSResponder    0.3  00:17.90 5     3   187    5234K  0B     2144K- 214  1    sleeping *0[1]       0.00000  0.00000    65  52785+    94     144211+   46257     791819+   158155+   236691+    324+    835    0.3   1731786     3350516    _mdnsresponder         N/A    N/A   N/A   N/A   N/A   N/A  
8025  ex2              0.2  00:00.07 1     0   10     281M+  0B     200M+  8025 8006 sleeping *0[1]       0.00000  0.00000    501 18113+    52     81+       40+       166+      108+      89+        0       0      0.2   4094938     3135803    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
598   VK Messenger Hel 0.2  01:23.93 11    2   158    63M    0B     101M   534  534  sleeping *1[10]      0.00000  0.00000    501 106619    402    39798     3223315+  6741190+  28111434+ 2437935+   1017    153    0.2   3488676     3786260    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
1784  com.apple.WebKit 0.2  02:51.53 12    1   202    297M   0B     242M+  1784 1    sleeping  0[5825]    0.00000  0.00000    501 1832981+  260    154441+   89119+    930449+   34256272+ 704134+    2333    1452   0.2   1278133     3332303    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
362   TouchBarServer   0.2  01:18.83 5     3   416    19M    0B-    9872K+ 362  1    sleeping *0[1]       0.00000  0.04406    0   125632+   344    1258937+  368339+   1583903+  2549589+  1118787+   599     275    0.2   1910694     3612104    root                   N/A    N/A   N/A   N/A   N/A   N/A  
7573  com.apple.WebKit 0.2  00:09.91 9     2   174    203M   0B     171M+  7573 1    sleeping  0[1559]    0.00000  0.00000    501 172805    247    25846     130537+   176778+   337810+   161171+    3822    52     0.2   1982487     2519607    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
134   mysqld           0.1  00:44.91 39/1  0   72     371M   0B     1475M  134  1    running  *0[1]       0.00000  0.00000    74  128094    231    55859+    27899+    3228597+  30804+    1538469+   4807    22328+ 0.3   662522      2406129    _mysql                 N/A    N/A   N/A   N/A   N/A   N/A  
142   corebrightnessd  0.1  00:55.25 3     2   133    4194K  0B     1888K  142  1    sleeping *0[1]       0.11252  0.00000    0   116370+   96     241761+   186928+   1640078+  303167+   805053+    874     1325   0.1   1490699     2470839    root                   N/A    N/A   N/A   N/A   N/A   N/A  
590   Opera Helper (GP 0.1  00:50.96 9     2   148    60M    0B     31M    524  524  sleeping *1[9]       0.00000  0.00000    501 68863     607    62118     3237513+  2344839+  5592706+  2517223+   2844    45     0.1   2017511     2289366    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
207   symptomsd        0.1  00:12.65 3     2   104+   5906K+ 0B     2752K- 207  1    sleeping  0[603]     0.00000  0.00000    24  102692+   94     12912     5329      356091+   19957     119165+    2180    19     0.1   748272      1796728    _networkd              N/A    N/A   N/A   N/A   N/A   N/A  
768   captmoncnab3     0.1  00:35.71 4     0   33     3485K  0B     11M    760  766  sleeping *0[1]       0.00000  0.00000    501 9975      91     855971+   427970+   376320+   1283398+  200289+    24      1263   0.1   767202      1940963    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
538   ControlCenter    0.1  00:40.88 4     1   307    18M    0B     8992K  538  1    sleeping *0[10095]   0.00000  0.00000    501 216090    259    349257    122869    387702    1354957+  516587+    7718    87     0.1   1676329     2131857    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
4547  jcef Helper (GPU 0.1  00:14.68 8     1   153    20M    0B     14M    4466 4466 sleeping *1[9]       0.00000  0.00000    501 23819     589    2494      789453+   688647+   1479576+  717725+    1141    31     0.1   1834080     1892326    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
508   nsurlsessiond    0.1  00:13.81 6     3   121-   7666K- 0B     4208K- 508  1    sleeping *1142[6]    0.00000  0.00000    501 106534+   123    25979     11351     397944+   50715     114893+    790     149    0.1   1283831     1526225    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
873   Telegram         0.1  07:35.47 28    6   778    406M   0B     376M+  873  1    sleeping *0[791]     0.00000  0.00000    501 1811204   573    890567    117090    6277631+  1867477   2747086+   25486   3224   0.1   1204652     1852111    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
1601  com.apple.WebKit 0.1  00:14.70 4     1   175    178M   0B     201M+  1601 1    sleeping  0[2445]    0.00000  0.00000    501 601438    231    18405     195691+   263786+   505402+   260207+    1271    26     0.1   1616694     1556401    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
495   UserEventAgent   0.1  00:30.45 3     2   640    6785K  0B     4224K  495  1    sleeping *0[1]       0.00000  0.00000    501 74728     137    72246     26781     97766     855893+   405416+    756     24     0.1   1360867     1605165    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
573   sharingd         0.1  00:43.47 4     2   254    19M    0B     13M    573  1    sleeping *0[1]       1.08565  0.00000    501 138623    259    383032    128872    578974    1570365+  526004+    3598    44     0.1   1297954     1462481    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
717   cloudpaird       0.1  00:07.51 2     1   116    5458K  0B     4384K  717  1    sleeping *1[16]      0.00000  0.00000    501 15067     130    22118     11073     6951      765732+   261568+    270     2      0.1   1299380     1425552    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
85    systemstats      0.0  00:28.23 2     1   97     5122K  0B     3072K  85   1    sleeping  0[80]      0.00000  0.00000    0   65464     95     533445    271054    1260762   1023845+  308777+    2917    27     0.0   1315906     1307669    root                   N/A    N/A   N/A   N/A   N/A   N/A  
626   WhatsApp Helper  0.0  00:41.31 21    1   275    292M   0B     1140M- 519  519  sleeping *1[11]      0.00000  0.00000    501 1492901+  508    238335+   126975+   289095    344373+   131095+    6749    166    0.0   172336      1265279    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
565   useractivityd    0.0  00:08.56 2     1   112    4386K  0B     3072K  565  1    sleeping  0[729]     0.00000  0.00000    501 57514     92     9651      8057      31236     762898+   284549+    2290    13     0.0   1208211     1154548    sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
5204  Microsoft Teams  0.0  00:17.42 36    1   343    55M    0B     176M   2363 2363 sleeping *1[11]      0.00000  0.00000    501 328369    658    53917+    24541+    154322+   661115+   98009+     10369   595    0.0   256325      826360     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
7104  com.apple.WebKit 0.0  00:14.88 6     3   118    277M-  9088K+ 98M+   7104 1    sleeping *0[10351]   0.00000  0.00000    501 284397    2758   133857+   58349+    171680+   305609+   118068+    4876    71     0.0   379672      631165     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
520   Mail             0.0  01:43.99 9     4   641    134M   0B     76M-   520  1    sleeping *0[2220]    0.00000  0.00000    501 920944+   351    656042    198839    1136106+  1930506   787520+    19263   182    0.0   369489      813389     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
5614  com.apple.WebKit 0.0  00:09.17 4     1   108    119M   400K   115M+  5614 1    sleeping  0[1300]    0.00000  0.00000    501 459566+   349    16457+    8767+     157887    186231+   83481+     2671    22     0.0   360183      537981     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
132   PerfPowerService 0.0  00:56.35 5     3   726    13M    0B     6464K+ 132  1    sleeping  0[1904]    0.00000  0.00000    0   196229    145    634607    388809+   658217+   1160571   815836+    5220    69     0.0   189384      494002     root                   N/A    N/A   N/A   N/A   N/A   N/A  
594   Grammarly Safari 0.0  00:27.23 6     1   246    26M    0B     21M    594  1    sleeping *15423[202] 0.00000  0.02689    501 317093    224    442420+   216675+   646705+   1285909+  326483+    3063    373    0.0   232900      438442     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
701   CleanMyMac X Hea 0.0  01:18.23 12    4   233    179M   0B     700M   701  1    sleeping *0[1]       0.00000  0.00000    501 783308    428    320618    81174     1188220+  1584485+  330140+    17703   507    0.0   112661      416594     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
2227  storagekitd      0.0  00:10.97 7     3   70     6577K  0B     4864K  2227 1    sleeping  0[1181]    0.00000  0.00000    0   49451     88     199705+   53671     225745+   298675+   189756+    196     192    0.0   154568      243149     root                   N/A    N/A   N/A   N/A   N/A   N/A  
94    logd             0.0  00:33.07 4     3   1308   26M    0B     27M+   94   1    sleeping *0[1]       0.00000  0.00000    0   251282    62     234445+   239164+   853245+   299671+   455946+    98      32     0.0   112023      316321     root                   N/A    N/A   N/A   N/A   N/A   N/A  
506   lockoutagent     0.0  00:04.96 4     3   81     4034K  0B     2576K  506  1    sleeping *0[1]       0.00000  0.00000    501 17518     76     29136+    784       250778+   110438+   149488+    140     356    0.0   104367      218435     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
143   AirPlayXPCHelper 0.0  00:10.14 5     1   189    5602K  0B     4416K  143  1    sleeping *0[1]       0.00000  0.00000    0   46286     108    301327+   191435+   271289+   323575+   181486+    2347    378    0.0   92334       176743     root                   N/A    N/A   N/A   N/A   N/A   N/A  
766   ccpd             0.0  00:05.28 2     0   12     917K   0B     1728K  760  760  sleeping *0[1]       0.00000  0.00000    501 13543     121    44        21        227009+   59        130296+    2       1347   0.0   49011       174440     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
1606  com.apple.WebKit 0.0  25:10.82 13    1   222    782M   0B     774M   1606 1    sleeping *0[45398]   0.00000  0.00000    501 3287915   242    14364804  4177824   8025646+  11526205+ 7766724+   9161    21866  0.0   77305       185743     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
789   VK Messenger Hel 0.0  00:04.34 18    1   169    15M    0B     55M    534  534  sleeping *63[7]      0.00000  0.00000    501 66514     405    7453      3490      163207+   88391     50311+     1324    451    0.0   29762       126984     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
519   WhatsApp         0.0  00:39.16 33    1   511    138M   0B     522M   519  1    sleeping *0[242]     0.00000  0.00000    501 734358    2675   338918+   219416+   516070+   2542312+  312691+    24454   1044   0.0   46577       160762     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
113   thermalmonitord  0.0  00:04.51 2     1   45     2273K  0B     1280K  113  1    sleeping *0[1]       0.00000  0.00000    0   11053     83     54825+    27405+    61613+    191507+   59058+     90      359    0.0   88407       169125     root                   N/A    N/A   N/A   N/A   N/A   N/A  
7012  SafariBookmarksS 0.0  00:01.08 5     3   69     7298K  0B     5712K  7012 1    sleeping *0[1]       0.00000  0.00000    501 11373     127    3559+     425       29555+    11395+    14402+     643     30     0.0   100749      166611     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
540   Finder           0.0  00:38.31 4     2   537    94M    0B     60M+   540  1    sleeping *0[1264]    0.00000  0.00000    501 531212    326    251476    90292     349217    563001+   215218+    12313   33     0.0   47229       116535     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
720   Canon CAPT BackG 0.0  00:02.23 3     1   48     3113K  0B     10M    720  1    sleeping *0[1]       0.00000  0.00000    501 15920     173    1144      538       11392+    54701+    13410+     8       121    0.0   58907       183347     sasha                  N/A    N/A   N/A   N/A   N/A   N/A  
